@relation train_abalone10-10
@attribute 'x0' numeric
@attribute 'x1' numeric
@attribute 'x2' numeric
@attribute 'x3' numeric
@attribute 'x4' numeric
@attribute 'x5' numeric
@attribute 'x6' numeric
@attribute 'x7' numeric
@attribute 'x8' numeric
@attribute 'x9' numeric
@attribute 'Class' {'y0','y1','y2','y3','y4','y5','y6','y7','y8','y9'}
@data
-0.7594,-0.67475,1.45328,-3.73871,-3.55584,-3.09647,-1.68589,-1.61454,-1.64298,-1.70493,'y0'
-0.7594,-0.67475,1.45328,-2.36477,-2.34665,-1.78154,-1.55436,-1.47938,-1.52438,-1.59358,'y0'
-0.7594,-0.67475,1.45328,-2.73948,-2.59857,-2.2597,-1.6135,-1.53795,-1.5928,-1.63668,'y0'
-0.7594,-0.67475,1.45328,-2.78111,-2.69933,-2.61831,-1.62573,-1.56273,-1.60192,-1.64028,'y0'
-0.7594,-0.67475,1.45328,-2.03169,-1.99397,-1.30338,-1.47279,-1.44334,-1.37841,-1.50019,'y0'
1.31652,-0.67475,-0.68794,-2.4064,-2.4978,-1.90108,-1.57883,-1.49965,-1.56087,-1.60795,'y0'
-0.7594,-0.67475,1.45328,-3.07256,-3.05201,-2.14016,-1.65428,-1.59652,-1.61561,-1.67979,'y0'
-0.7594,-0.67475,1.45328,-2.82275,-2.8001,-2.2597,-1.63083,-1.56498,-1.57912,-1.64746,'y0'
-0.7594,-0.67475,1.45328,-2.32314,-2.04435,-1.90108,-1.53397,-1.46586,-1.51982,-1.56125,'y0'
-0.7594,-0.67475,1.45328,-1.36554,-1.38937,-1.30338,-1.29029,-1.22483,-1.32824,-1.25594,'y0'
-0.7594,-0.67475,1.45328,-2.36477,-2.29627,-2.02062,-1.57679,-1.51317,-1.52894,-1.5864,'y0'
-0.7594,-0.67475,1.45328,-3.23909,-2.8001,-2.37924,-1.63083,-1.56273,-1.58824,-1.65824,'y0'
-0.7594,-0.67475,1.45328,-2.69785,-2.64895,-2.14016,-1.61656,-1.56273,-1.57455,-1.63668,'y0'
-0.7594,-0.67475,1.45328,-2.53131,-2.4978,-2.14016,-1.59005,-1.52218,-1.55631,-1.60795,'y0'
-0.7594,-0.67475,1.45328,-2.07333,-2.09474,-2.02062,-1.50134,-1.44784,-1.45596,-1.52893,'y0'
-0.7594,-0.67475,1.45328,-1.74025,-1.74205,-1.54246,-1.42793,-1.38927,-1.3921,-1.42476,'y0'
-0.7594,-0.67475,1.45328,-2.19823,-2.04435,-1.662,-1.49217,-1.43207,-1.4742,-1.4966,'y0'
-0.7594,-0.67475,1.45328,-2.94765,-3.05201,-2.49877,-1.62064,-1.56498,-1.56999,-1.67979,'y0'
1.31652,-0.67475,-0.68794,-2.32314,-2.29627,-1.78154,-1.56048,-1.50866,-1.52438,-1.57203,'y0'
-0.7594,-0.67475,1.45328,-3.03092,-2.90086,-2.49877,-1.64715,-1.58525,-1.60648,-1.67979,'y0'
-0.7594,-0.67475,1.45328,-2.1566,-1.99397,-1.90108,-1.49319,-1.42757,-1.44683,-1.50019,'y0'
-0.7594,-0.67475,1.45328,-2.4064,-2.34665,-2.37924,-1.54621,-1.46812,-1.51069,-1.57203,'y0'
1.31652,-0.67475,-0.68794,-2.07333,-2.04435,-1.662,-1.49828,-1.46812,-1.46508,-1.48223,'y0'
1.31652,-0.67475,-0.68794,-2.03169,-2.04435,-0.94476,-1.4524,-1.37351,-1.38753,-1.50019,'y0'
-0.7594,-0.67475,1.45328,-2.36477,-2.34665,-2.02062,-1.54621,-1.50641,-1.51982,-1.56485,'y0'
-0.7594,-0.67475,1.45328,-1.69862,-1.69167,-1.18384,-1.3688,-1.30367,-1.40578,-1.4104,'y0'
-0.7594,-0.67475,1.45328,-2.2815,-2.29627,-1.78154,-1.55028,-1.50866,-1.50613,-1.55407,'y0'
-0.7594,-0.67475,1.45328,-1.99006,-1.8932,-1.78154,-1.49421,-1.43658,-1.46052,-1.50019,'y0'
-0.7594,-0.67475,1.45328,-1.49045,-1.54052,-1.30338,-1.28111,-1.14599,-1.30999,-1.35652,'y0'
-0.7594,-0.67475,1.45328,-1.15737,-1.28861,-1.18384,-1.22503,-1.15725,-1.26438,-1.24517,'y0'
-0.7594,-0.67475,1.45328,-1.03247,-1.18784,-0.94476,-1.14448,-1.07616,-1.0956,-1.16615,'y0'
-0.7594,-0.67475,1.45328,-1.15737,-1.08708,-1.18384,-1.18629,-1.06715,-1.24613,-1.2308,'y0'
-0.7594,-0.67475,1.45328,-1.0741,-1.13746,-1.18384,-1.07311,-0.97479,-1.04086,-1.16615,'y0'
-0.7594,-0.67475,1.45328,-1.44881,-1.49014,-1.54246,-1.32291,-1.21357,-1.42403,-1.3206,'y0'
-0.7594,1.48167,-0.68794,-1.94843,-1.84282,-1.54246,-1.40448,-1.38702,-1.43315,-1.42836,'y0'
1.31652,-0.67475,-0.68794,-2.90602,-2.74971,-2.37924,-1.62777,-1.56948,-1.57912,-1.64387,'y0'
-0.7594,-0.67475,1.45328,-2.2815,-2.29627,-1.90108,-1.54111,-1.4929,-1.49245,-1.55407,'y0'
-0.7594,-0.67475,1.45328,-2.44804,-2.29627,-2.14016,-1.55946,-1.52218,-1.52438,-1.57203,'y0'
-0.7594,-0.67475,1.45328,-2.03169,-1.99397,-2.02062,-1.47381,-1.43207,-1.40578,-1.49301,'y0'
-0.7594,-0.67475,1.45328,-1.94843,-1.99397,-1.90108,-1.47687,-1.43207,-1.44683,-1.46427,'y0'
-0.7594,-0.67475,1.45328,-2.36477,-2.39703,-2.14016,-1.57883,-1.52668,-1.50157,-1.60436,'y0'
-0.7594,-0.67475,1.45328,-1.94843,-1.94359,-1.90108,-1.4626,-1.38026,-1.47876,-1.48583,'y0'
-0.7594,-0.67475,1.45328,-2.23987,-2.1955,-1.662,-1.52377,-1.4929,-1.50157,-1.49301,'y0'
