@relation train_abalone10-16
@attribute 'x0' numeric
@attribute 'x1' numeric
@attribute 'x2' numeric
@attribute 'x3' numeric
@attribute 'x4' numeric
@attribute 'x5' numeric
@attribute 'x6' numeric
@attribute 'x7' numeric
@attribute 'x8' numeric
@attribute 'x9' numeric
@attribute 'Class' {'y0','y1','y2','y3','y4','y5','y6','y7','y8','y9'}
@data
-0.7594,-0.67475,1.45328,-3.73871,-3.55584,-3.09647,-1.68589,-1.61454,-1.64298,-1.70493,'y0'
-0.7594,-0.67475,1.45328,-3.11419,-3.10239,-2.73785,-1.65938,-1.59877,-1.61105,-1.67979,'y0'
-0.7594,-0.67475,1.45328,-3.28073,-3.10239,-2.61831,-1.66346,-1.59877,-1.62017,-1.68697,'y0'
1.31652,-0.67475,-0.68794,-3.07256,-3.00163,-2.37924,-1.65836,-1.58976,-1.62017,-1.67979,'y0'
-0.7594,-0.67475,1.45328,-3.19746,-3.05201,-2.49877,-1.66142,-1.59426,-1.62473,-1.68697,'y0'
-0.7594,-0.67475,1.45328,-2.57294,-2.59857,-2.02062,-1.60636,-1.55146,-1.56543,-1.62591,'y0'
-0.7594,-0.67475,1.45328,-2.32314,-2.1955,-1.90108,-1.5146,-1.42982,-1.51982,-1.53611,'y0'
-0.7594,-0.67475,1.45328,-2.32314,-2.14512,-1.90108,-1.49625,-1.41856,-1.42403,-1.52893,'y0'
-0.7594,-0.67475,1.45328,-3.07256,-3.05201,-2.14016,-1.65428,-1.59652,-1.61561,-1.67979,'y0'
-0.7594,-0.67475,1.45328,-2.86438,-2.85048,-2.49877,-1.63593,-1.57624,-1.59736,-1.65464,'y0'
-0.7594,-0.67475,1.45328,-2.23987,-2.29627,-2.02062,-1.52072,-1.47938,-1.4514,-1.57203,'y0'
-0.7594,-0.67475,1.45328,-2.44804,-2.44742,-1.90108,-1.58495,-1.53344,-1.51526,-1.45709,'y0'
-0.7594,-0.67475,1.45328,-2.65621,-2.59857,-1.78154,-1.6084,-1.52894,-1.54719,-1.62232,'y0'
-0.7594,-0.67475,1.45328,-2.48967,-2.39703,-1.662,-1.57475,-1.51092,-1.52894,-1.60077,'y0'
1.31652,-0.67475,-0.68794,-2.98929,-2.85048,-2.37924,-1.64001,-1.57624,-1.60648,-1.65824,'y0'
-0.7594,-0.67475,1.45328,-2.2815,-2.29627,-1.78154,-1.52581,-1.46361,-1.47876,-1.56125,'y0'
-0.7594,-0.67475,1.45328,-2.90602,-2.85048,-2.37924,-1.63287,-1.57624,-1.57455,-1.65105,'y0'
-0.7594,-0.67475,1.45328,-2.11496,-2.09474,-1.662,-1.48605,-1.46586,-1.42403,-1.46427,'y0'
-0.7594,-0.67475,1.45328,-2.1566,-2.04435,-1.662,-1.47483,-1.44334,-1.2735,-1.46427,'y0'
-0.7594,-0.67475,1.45328,-1.86516,-1.8932,-1.42292,-1.44323,-1.40504,-1.26438,-1.46427,'y0'
-0.7594,1.48167,-0.68794,-1.36554,-1.38937,-1.18384,-1.30558,-1.23835,-1.29631,-1.3206,'y0'
1.31652,-0.67475,-0.68794,-2.69785,-2.69933,-2.02062,-1.6186,-1.55372,-1.57455,-1.64387,'y0'
-0.7594,-0.67475,1.45328,-2.57294,-2.54818,-1.90108,-1.58291,-1.52443,-1.49701,-1.60795,'y0'
-0.7594,-0.67475,1.45328,-1.90679,-1.79244,-1.42292,-1.3586,-1.3262,-1.19139,-1.43913,'y0'
-0.7594,-0.67475,1.45328,-1.74025,-1.79244,-1.42292,-1.40958,-1.37351,-1.36473,-1.39603,'y0'
-0.7594,-0.67475,1.45328,-0.9492,-0.88554,-1.0643,-1.09758,-0.9838,-1.07279,-1.19129,'y0'
-0.7594,-0.67475,1.45328,-0.69939,-0.68401,-0.82522,-0.93751,-0.88018,-0.91771,-0.98655,'y0'
-0.7594,-0.67475,1.45328,-2.03169,-1.94359,-1.42292,-1.42079,-1.29466,-1.44683,-1.47864,'y0'
1.31652,-0.67475,-0.68794,-1.24064,-1.03669,-1.18384,-1.02825,-0.99056,-1.13209,-1.03325,'y0'
-0.7594,1.48167,-0.68794,-1.28227,-1.33899,-1.30338,-1.19954,-1.1505,-1.15946,-1.21284,'y0'
-0.7594,-0.67475,1.45328,-2.2815,-2.29627,-1.90108,-1.54111,-1.4929,-1.49245,-1.55407,'y0'
-0.7594,-0.67475,1.45328,-2.2815,-2.24588,-1.78154,-1.54519,-1.4974,-1.47876,-1.55407,'y0'
-0.7594,-0.67475,1.45328,-2.44804,-2.29627,-2.14016,-1.55946,-1.52218,-1.52438,-1.57203,'y0'
1.31652,-0.67475,-0.68794,-2.07333,-2.09474,-1.42292,-1.48809,-1.45235,-1.42859,-1.50019,'y0'
1.31652,-0.67475,-0.68794,-1.99006,-1.94359,-1.54246,-1.47381,-1.43207,-1.43771,-1.46427,'y0'
-0.7594,-0.67475,1.45328,-2.23987,-2.1955,-1.662,-1.52377,-1.4929,-1.50157,-1.49301,'y0'
-0.7594,-0.67475,1.45328,-1.0741,-1.08708,-1.18384,-1.10778,-0.99506,-1.07736,-1.16256,'y0'
-0.7594,-0.67475,1.45328,-1.65698,-1.64129,-1.662,-1.36166,-1.2789,-1.4149,-1.39244,'y0'
-0.7594,-0.67475,1.45328,-1.24064,-1.33899,-1.18384,-1.20464,-1.13473,-1.15034,-1.21284,'y0'
-0.7594,-0.67475,1.45328,-1.61535,-1.54052,-1.0643,-1.33923,-1.3217,-1.4149,-1.28468,'y0'
