@relation train_stock10-3
@attribute 'x0' numeric
@attribute 'x1' numeric
@attribute 'x2' numeric
@attribute 'x3' numeric
@attribute 'x4' numeric
@attribute 'x5' numeric
@attribute 'x6' numeric
@attribute 'x7' numeric
@attribute 'x8' numeric
@attribute 'Class' {'y0','y1','y2','y3','y4','y5','y6','y7','y8','y9'}
@data
-1.79954,0.47634,0.15402,-0.50882,-0.00794,0.56543,-0.72691,-2.16124,0.85731,'y0'
-1.78504,0.46535,0.10824,-0.33047,-0.03417,0.88183,-0.70845,-2.2875,0.88658,'y0'
-1.78941,0.54226,0.1998,-0.41964,0.06199,0.70103,-0.69,-2.16124,0.71094,'y0'
-1.81115,0.46535,-0.12067,-0.35276,-0.03417,0.88183,-0.83764,-2.2875,0.76949,'y0'
-1.1853,0.45437,0.88652,-1.17764,0.14941,0.97223,-1.02219,-1.19328,-0.75273,'y0'
-1.14896,0.47634,0.9323,-1.13305,0.2106,1.04003,-1.0591,-1.23536,-0.81127,'y0'
-1.1025,0.49831,0.9323,-1.08846,0.14941,0.97223,-0.91146,-1.15119,-0.48927,'y0'
-1.75307,0.5093,0.47449,-0.17441,0.02703,1.04003,-0.61618,-2.16124,0.88658,'y0'
-1.09822,0.49831,1.02387,-1.11076,0.09696,1.01743,-0.87455,-1.15119,-0.57709,'y0'
-1.088,0.5093,0.88652,-1.06617,0.12318,0.92703,-0.8561,-1.15119,-0.48927,'y0'
-1.90409,0.44338,0.47449,-0.70946,-0.07787,0.31683,-1.09602,-2.2875,0.76949,'y0'
-1.86199,0.65213,0.33714,-0.24129,0.07948,0.36203,-0.37626,-1.4037,1.06222,'y0'
-1.11411,0.5093,1.11543,-1.11076,0.25431,1.06263,-0.96683,-1.27745,-0.72345,'y0'
-1.0459,0.66312,1.25277,-0.84323,0.24557,1.04003,-0.56081,-0.77242,-0.48927,'y0'
-1.29999,0.79496,0.42871,-0.9547,-0.09536,0.83663,-1.35439,-1.57204,0.18402,'y0'
-1.1025,0.52029,1.16121,-1.15534,0.21934,0.99483,-0.87455,-1.1091,-0.63563,'y0'
-1.06188,0.61917,0.74918,-1.08846,0.15815,1.10783,-0.83764,-1.19328,-0.25508,'y0'
-1.08223,0.55325,1.11543,-1.13305,0.13192,0.99483,-0.81918,-1.15119,-0.57709,'y0'
-1.11411,0.5093,1.16121,-1.11076,0.00954,0.97223,-0.91146,-1.15119,-0.45999,'y0'
-1.81115,0.60818,0.42871,-0.26359,0.07073,0.56543,-0.32089,-1.6983,1.12077,'y0'
-1.50046,0.8389,0.33714,-0.64258,0.06199,0.85923,-1.09602,-1.61413,0.06693,'y0'
-1.06764,0.57522,0.74918,-0.88782,0.14941,1.06263,-0.74536,-1.15119,-0.3429,'y0'
-1.14896,0.82792,0.9323,-0.73176,0.20186,1.08523,-0.80073,-1.02493,0.18402,'y0'
-1.05603,0.66312,1.25277,-0.84323,0.21934,1.04003,-0.63463,-0.81451,-0.60636,'y0'
-1.0314,0.66312,1.20699,-0.91011,0.20186,1.13043,-0.48699,-0.85659,-0.3429,'y0'
-1.31021,0.84989,0.42871,-0.62029,-0.02542,0.81403,-1.20675,-1.52996,0.18402,'y0'
-1.31458,0.79496,0.56605,-0.82093,-0.05165,0.88183,-1.31748,-1.52996,0.24257,'y0'
-1.06764,0.46535,1.39012,-1.04387,0.14067,0.97223,-0.72691,-1.06702,-0.51854,'y0'
-1.4394,0.90483,0.61183,-0.50882,0.11444,0.76883,-0.80073,-1.61413,0.0962,'y0'
-1.11848,0.79496,1.02387,-0.70946,0.23682,1.15303,-0.80073,-0.94076,0.30111,'y0'
-1.088,0.48733,1.29855,-1.13305,0.07948,1.04003,-0.69,-0.98285,-0.45999,'y0'
-1.1025,0.762,1.34434,-0.37505,0.21934,1.24343,-0.87455,-0.89868,0.85731,'y0'
-1.00528,0.63016,0.9323,-1.06617,0.2106,1.06263,-0.5239,-1.06702,-0.05017,'y0'
-1.66598,0.55325,-0.21223,-0.24129,-0.00794,1.06263,-0.54235,-2.20332,1.12077,'y0'
-1.58318,0.77298,0.1998,-0.01835,0.07948,0.97223,-0.33935,-1.78247,0.59385,'y0'
-1.58318,0.71805,0.10824,0.11541,0.07948,1.04003,-0.32089,-1.90873,0.65239,'y0'
-1.14469,0.86088,1.11543,-0.46423,0.26305,1.17563,-0.72691,-0.77242,0.44748,'y0'
-1.06188,0.72904,0.88652,-0.73176,0.28053,1.22083,-0.65309,-0.81451,0.30111,'y0'
-1.01541,0.64114,1.20699,-0.88782,0.2106,1.10783,-0.24707,-0.89868,-0.3429,'y0'
-1.52658,0.93779,0.61183,-0.35276,0.20186,0.74623,-0.76382,-1.61413,-0.28435,'y0'
-1.6355,0.8389,0.10824,0.02624,0.1057,1.06263,-0.48699,-1.65621,0.41821,'y0'
-1.38717,0.87186,0.33714,-0.66488,-0.04291,0.88183,-1.16984,-1.78247,0.12547,'y0'
-1.13883,0.81693,1.25277,-0.48652,0.27179,1.24343,-0.74536,-0.73034,0.50603,'y0'
-1.12434,0.87186,1.25277,-0.37505,0.29802,1.17563,-0.59772,-0.60408,0.59385,'y0'
-1.02554,0.78397,1.25277,-0.73176,0.36795,1.28863,-0.61618,-0.47782,0.68167,'y0'
-1.54693,0.77298,0.15402,0.27147,0.07948,0.94963,-0.21016,-1.6983,0.68167,'y0'
-1.45399,0.97075,0.7034,-0.41964,0.15815,0.92703,-0.69,-1.57204,0.06693,'y0'
-1.09822,0.79496,1.39012,-0.26359,0.24557,1.06263,-0.81918,-0.81451,0.50603,'y0'
-0.94283,0.75101,0.97808,-0.70946,0.29802,1.24343,-0.46853,-0.81451,0.33039,'y0'
-1.02554,0.68509,1.02387,-0.79864,0.28053,1.15303,-0.39471,-0.85659,0.0962,'y0'
-1.7066,0.54226,-0.02911,0.11541,0.02703,1.01743,-0.61618,-2.16124,1.06222,'y0'
-0.95296,0.65213,1.25277,-0.84323,0.22808,1.10783,-0.28398,-0.98285,-0.3429,'y0'
-0.94283,0.65213,1.25277,-0.77635,0.28053,1.13043,-0.28398,-1.02493,-0.10871,'y0'
-1.24776,0.81693,0.47449,-0.41964,-0.07787,0.94963,-1.28057,-1.31953,0.65239,'y0'
-1.25352,0.78397,0.47449,-0.53111,-0.08662,0.88183,-1.11447,-1.31953,0.56457,'y0'
-1.23177,0.82792,0.7034,-0.66488,8.0E-4,0.94963,-0.96683,-1.19328,0.5353,'y0'
-1.66598,0.84989,1.02387,-0.48652,0.20186,0.58803,-0.78227,-1.61413,0.00838,'y0'
-1.29999,0.84989,0.42871,-0.53111,-0.01668,0.85923,-1.09602,-1.61413,0.15475,'y0'
-1.088,0.77298,1.39012,-0.26359,0.26305,1.04003,-0.78227,-0.81451,0.41821,'y0'
-1.08223,0.82792,1.4359,-0.30817,0.28927,1.46943,-0.69,-0.73034,1.06222,'y0'
-1.51059,1.00371,0.7034,-0.39735,0.2106,0.99483,-0.54235,-1.74039,-0.16726,'y1'
-1.2841,0.77298,0.74918,-0.73176,0.00954,0.88183,-1.04065,-1.36162,0.38893,'y1'
-1.12434,0.77298,1.06965,-0.24129,0.21934,0.88183,-0.74536,-0.98285,0.76949,'y1'
-0.95296,0.75101,1.02387,-0.64258,0.28927,1.22083,-0.57927,-0.81451,0.27184,'y1'
-1.6355,0.72904,0.06246,0.29376,0.18437,1.44683,-0.45008,-1.82456,1.17931,'y1'
-1.67175,0.74002,1.61902,-0.219,0.07073,0.94963,-0.80073,-1.36162,1.06222,'y1'
-1.51645,0.98173,0.7034,-0.30817,0.14067,0.81403,-0.59772,-1.52996,-0.45999,'y1'
-1.46998,0.91581,0.61183,-0.50882,0.14941,0.81403,-0.67154,-1.6983,0.00838,'y1'
-1.26811,0.88285,1.02387,-0.1967,0.1057,0.90443,-0.76382,-0.98285,0.79876,'y1'
-1.08223,0.77298,1.57324,-0.33047,0.28053,1.10783,-0.61618,-0.51991,0.85731,'y1'
-1.00528,0.58621,1.16121,-0.88782,0.27179,1.17563,-0.08097,-0.64617,-0.13799,'y1'
-1.00956,0.5972,1.11543,-0.84323,0.28927,1.10783,-0.09943,-0.64617,-0.10871,'y1'
-1.00956,0.55325,0.56605,-0.66488,1.05854,1.55983,-0.3578,-1.48787,-0.69418,'y1'
-1.62528,0.81693,0.1998,0.13771,0.19312,1.44683,-0.63463,-1.6983,1.09149,'y1'
-1.62528,0.75101,1.61902,-0.06294,0.12318,0.99483,-0.70845,-1.15119,1.00367,'y1'
-1.50622,1.00371,0.65761,-0.28588,0.22808,0.85923,-0.57927,-1.57204,-0.25508,'y1'
-1.13883,0.84989,1.39012,-0.28588,0.2106,0.90443,-0.74536,-0.85659,0.91585,'y1'
